Date,High,Low,Open,Close,Volume,Adj Close,dif,tag
2018-01-02,6.570000171661377,6.53000020980835,6.550000190734863,6.550000190734863,3013400.0,6.090077877044678,-0.01,-1
2018-01-03,6.53000020980835,6.480000019073486,6.510000228881836,6.53000020980835,3396600.0,6.071481704711914,-0.019999980926513672,-2
2018-01-04,6.769999980926514,6.699999809265137,6.71999979019165,6.75,5481900.0,6.276033878326416,0.2199997901916504,1
2018-01-05,6.809999942779541,6.739999771118164,6.78000020980835,6.789999961853027,3553400.0,6.313225269317627,0.039999961853027344,1
2018-01-08,6.820000171661377,6.760000228881836,6.789999961853027,6.769999980926514,2622300.0,6.29463005065918,-0.019999980926513672,1
2018-01-09,6.78000020980835,6.739999771118164,6.760000228881836,6.760000228881836,3417300.0,6.285331726074219,-0.009999752044677734,1
2018-01-10,6.96999979019165,6.929999828338623,6.960000038146973,6.940000057220459,6035500.0,6.452692985534668,0.17999982833862305,1
2018-01-11,7.159999847412109,7.090000152587891,7.119999885559082,7.110000133514404,8355500.0,6.610755920410156,0.1700000762939453,1
2018-01-12,7.199999809265137,7.119999885559082,7.170000076293945,7.170000076293945,5368100.0,6.6665425300598145,0.059999942779541016,1
2018-01-16,7.239999771118164,7.170000076293945,7.199999809265137,7.179999828338623,5176900.0,6.675839900970459,0.009999752044677734,1
2018-01-17,7.21999979019165,7.130000114440918,7.170000076293945,7.199999809265137,4181500.0,6.6944355964660645,0.019999980926513672,1
2018-01-18,7.21999979019165,7.170000076293945,7.199999809265137,7.190000057220459,2658600.0,6.68513822555542,-0.009999752044677734,1
2018-01-19,7.25,7.199999809265137,7.21999979019165,7.25,3945800.0,6.7409257888793945,0.059999942779541016,1
2018-01-22,7.420000076293945,7.340000152587891,7.360000133514404,7.420000076293945,5994700.0,6.898988246917725,0.1700000762939453,1
2018-01-23,7.369999885559082,7.300000190734863,7.320000171661377,7.360000133514404,5149900.0,6.843201637268066,-0.059999942779541016,1
2018-01-24,7.429999828338623,7.349999904632568,7.420000076293945,7.420000076293945,5100800.0,6.898988246917725,0.059999942779541016,1
2018-01-25,7.570000171661377,7.489999771118164,7.53000020980835,7.519999980926514,7293100.0,6.991966724395752,0.09999990463256836,1
2018-01-26,7.550000190734863,7.489999771118164,7.5,7.550000190734863,3505300.0,7.019859790802002,0.03000020980834961,2
2018-01-29,7.480000019073486,7.429999828338623,7.460000038146973,7.460000038146973,4993700.0,6.936180114746094,-0.09000015258789062,-1
2018-01-30,7.369999885559082,7.309999942779541,7.349999904632568,7.349999904632568,4840900.0,6.900503635406494,-0.1100001335144043,-1
2018-01-31,7.420000076293945,7.369999885559082,7.389999866485596,7.409999847412109,5015800.0,6.956834316253662,0.059999942779541016,-1
2018-02-01,7.420000076293945,7.340000152587891,7.360000133514404,7.420000076293945,5253700.0,6.966222763061523,0.010000228881835938,-1
2018-02-02,7.320000171661377,7.159999847412109,7.300000190734863,7.159999847412109,6415300.0,6.722123146057129,-0.26000022888183594,-1
2018-02-05,7.199999809265137,6.869999885559082,7.139999866485596,6.909999847412109,9733800.0,6.487412929534912,-0.25,-2
2018-02-06,7.059999942779541,6.869999885559082,6.889999866485596,7.050000190734863,11341100.0,6.618850231170654,0.1400003433227539,2
2018-02-07,7.050000190734863,6.949999809265137,6.960000038146973,6.960000038146973,7453900.0,6.534354209899902,-0.09000015258789062,-1
2018-02-08,6.949999809265137,6.71999979019165,6.949999809265137,6.730000019073486,7797500.0,6.318419933319092,-0.23000001907348633,-2
2018-02-09,6.78000020980835,6.510000228881836,6.710000038146973,6.760000228881836,14570900.0,6.346586227416992,0.03000020980834961,1
2018-02-12,6.909999847412109,6.789999961853027,6.789999961853027,6.880000114440918,9886300.0,6.45924711227417,0.11999988555908203,1
2018-02-13,6.809999942779541,6.75,6.78000020980835,6.800000190734863,5265400.0,6.384139537811279,-0.07999992370605469,1
2018-02-14,6.929999828338623,6.690000057220459,6.690000057220459,6.920000076293945,7201800.0,6.496800422668457,0.11999988555908203,1
2018-02-15,6.940000057220459,6.849999904632568,6.940000057220459,6.920000076293945,4660600.0,6.496800422668457,0.0,1
2018-02-16,7.019999980926514,6.940000057220459,6.940000057220459,6.980000019073486,8275800.0,6.553131580352783,0.059999942779541016,1
2018-02-20,7.019999980926514,6.96999979019165,6.980000019073486,6.989999771118164,8041400.0,6.5625200271606445,0.009999752044677734,1
2018-02-21,7.03000020980835,6.900000095367432,6.980000019073486,6.920000076293945,9719800.0,6.496800422668457,-0.06999969482421875,1
2018-02-22,7.019999980926514,6.929999828338623,6.96999979019165,6.949999809265137,37092900.0,6.524965763092041,0.029999732971191406,1
2018-02-23,7.039999961853027,6.940000057220459,6.949999809265137,7.03000020980835,20358400.0,6.600073337554932,0.08000040054321289,1
2018-02-26,7.099999904632568,6.989999771118164,7.0,7.079999923706055,14094500.0,6.6470160484313965,0.04999971389770508,2
2018-02-27,7.079999923706055,7.0,7.059999942779541,7.0,9538200.0,6.571907997131348,-0.07999992370605469,-1
2018-02-28,7.019999980926514,6.869999885559082,7.010000228881836,6.869999885559082,4866300.0,6.449858665466309,-0.13000011444091797,-1
2018-03-01,6.889999866485596,6.739999771118164,6.849999904632568,6.809999942779541,7382000.0,6.393527984619141,-0.059999942779541016,-1
2018-03-02,6.829999923706055,6.730000019073486,6.78000020980835,6.829999923706055,5887600.0,6.412304878234863,0.019999980926513672,-1
2018-03-05,6.829999923706055,6.71999979019165,6.760000228881836,6.809999942779541,7236000.0,6.393527984619141,-0.019999980926513672,-1
2018-03-06,6.869999885559082,6.789999961853027,6.849999904632568,6.829999923706055,6311100.0,6.412304878234863,0.019999980926513672,-1
2018-03-07,6.840000152587891,6.75,6.769999980926514,6.820000171661377,5201500.0,6.402915954589844,-0.009999752044677734,-1
2018-03-08,6.860000133514404,6.730000019073486,6.820000171661377,6.769999980926514,5259400.0,6.355974197387695,-0.05000019073486328,-1
2018-03-09,6.800000190734863,6.71999979019165,6.75,6.78000020980835,6180300.0,6.365362644195557,0.010000228881835938,-1
2018-03-12,6.789999961853027,6.75,6.760000228881836,6.769999980926514,5558600.0,6.355974197387695,-0.010000228881835938,-1
2018-03-13,6.829999923706055,6.710000038146973,6.800000190734863,6.730000019073486,4670700.0,6.318419933319092,-0.039999961853027344,-1
2018-03-14,6.71999979019165,6.610000133514404,6.71999979019165,6.619999885559082,6515600.0,6.215147018432617,-0.1100001335144043,-1
2018-03-15,6.610000133514404,6.559999942779541,6.590000152587891,6.570000171661377,6018700.0,6.168205261230469,-0.04999971389770508,-2
2018-03-16,6.739999771118164,6.659999847412109,6.690000057220459,6.670000076293945,4496000.0,6.262089252471924,0.09999990463256836,2
2018-03-19,6.699999809265137,6.570000171661377,6.699999809265137,6.639999866485596,6327300.0,6.23392391204834,-0.03000020980834961,-1
2018-03-20,6.639999866485596,6.579999923706055,6.599999904632568,6.619999885559082,14446300.0,6.215147018432617,-0.019999980926513672,-1
2018-03-21,6.619999885559082,6.510000228881836,6.559999942779541,6.559999942779541,7242000.0,6.158816814422607,-0.059999942779541016,-1
2018-03-22,6.440000057220459,6.329999923706055,6.429999828338623,6.349999904632568,14786100.0,5.9616594314575195,-0.21000003814697266,-1
2018-03-23,6.449999809265137,6.329999923706055,6.409999847412109,6.340000152587891,12380300.0,5.952271461486816,-0.009999752044677734,-2
2018-03-26,6.559999942779541,6.46999979019165,6.539999961853027,6.559999942779541,8544500.0,6.158816814422607,0.2199997901916504,2
2018-03-27,6.570000171661377,6.409999847412109,6.53000020980835,6.440000057220459,9801700.0,6.0461554527282715,-0.11999988555908203,-2
2018-03-28,6.53000020980835,6.409999847412109,6.440000057220459,6.46999979019165,10818800.0,6.074320316314697,0.029999732971191406,1
